,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
54,0.3467741935483871,0.24093423478795328,0.21764705882352942,0.242649727767695,0.1699322177504766,0.5912806539509536,0.4478990013190126,0.36001191599225457,0.3810050306816298,0.4901847575057737,0.3693579148124604,0.14324390844203788,0.18682543220096146,0.15139770759462357,0.09003013145260091,0.15170572321961845,0.14277681897339384,0.14428721962968538,0.22102299389957766,0.15492689613158694,0.24378976727970017,0.2678331090174966,0.3255247946455735,0.28552005438477224,0.17287696250257736,0.7526476650792523,0.39405378021039245,0.38953944957330583,0.6647659867590219,0.39818647742952895,0.33753115571297393
56,0.27419354838709675,0.43023970497848796,0.3332179930795848,0.38384754990925596,0.32853209065875877,0.12978631865767953,0.07978142076502734,0.12151829601310757,0.19708109901044835,0.4740184757505773,0.0,0.21954221018951509,0.2712279919768219,0.18174321761358952,0.13261150293036655,0.04767593015493797,0.008394961461269945,0.09009483667017912,0.13752346316283434,0.8044852269265914,0.07103634620413143,0.34724091520861367,0.3395193185275326,0.2997960571040108,0.22177383722642788,0.17975691236050895,0.06843218865787878,0.17531980244672865,0.34254333932876657,0.6538537354622512,0.03981372163190344
66,0.3387096774193548,0.052243392747387984,0.2145328719723183,0.06433756805807611,0.0372802372378733,0.4894593431808405,0.46711889956661024,0.35231617099448875,0.2976394493891315,0.7909930715935333,0.4971392244119517,0.07746738862909179,0.33872456939093887,0.09301558505813474,0.035528624879970855,0.0969679935354671,0.22633597026231328,0.26757489086256203,0.38878460816518057,0.9213752665245203,0.3092477991806851,0.04037685060565277,0.2954061454213568,0.04643099932019046,0.024625173053698185,0.40223185727485977,0.3555116272139387,0.3720877471597354,0.6027706555432245,0.8296865759905382,0.31457431457431456
67,0.3467741935483871,0.4136447449293178,0.358477508650519,0.4128856624319419,0.31884134717220936,0.5238778144270759,0.453928773318259,0.4009731393674594,0.4703963734866493,0.38279445727482664,0.2417885145157872,0.3799532365247354,0.3304466872552453,0.36175476210109675,0.26462699910598986,0.22379931841337874,0.3294963804049886,0.3094987204576245,0.3881980290943219,0.18843283582089554,0.3382724657892443,0.34230596680125613,0.25676909035594764,0.32494901427600276,0.23385077616424635,0.4256876821380341,0.29650637236885236,0.2917226575452435,0.46883012513872413,0.17701557263946383,0.14653023743932841
69,0.056451612903225805,0.5310387215734481,0.2688581314878892,0.5335753176043556,0.4513874179199322,0.5310483292700416,0.4543056340682118,0.5630802839978154,0.5986511139366466,0.41512702078521924,0.22398813307904208,0.33386660103371896,0.21837689834123977,0.30007421456254635,0.2750902288003708,0.048835330077644665,0.12044231685317797,0.2209092277585428,0.2304082590333177,0.17091836734693877,0.19445655016124816,0.623149394347241,0.29571037420139945,0.6104690686607751,0.5077910984123244,0.439903333570261,0.3310751075306201,0.5733058759882027,0.7489571772989936,0.40961955450423815,0.2439328348419258
73,0.6693548387096774,0.15242778119237865,0.32006920415224904,0.12649727767695096,0.10792205041304806,0.22242937042879696,0.0634256642170718,0.08589444416861128,0.07778207750566642,0.16743648960739022,0.13689340962068242,0.16976372138813683,0.24989652647330382,0.16401418322750883,0.0973808814277673,0.11720479218634718,0.02563782183939463,0.07955742887249737,0.1252053026748006,0.13931617423088638,0.06807286673058485,0.23059668012561696,0.4015819896562215,0.21414004078857918,0.14300863059294824,0.41360437842064113,0.10260358203617795,0.2097869147135303,0.33297615858558804,0.2600039424403706,0.122458349731077
84,0.03225806451612903,0.505838967424708,0.4190311418685121,0.5045372050816697,0.41643719550942593,0.14713896457765663,0.3646127755794234,0.21702000893699416,0.2620929846868263,0.2650115473441107,0.10680228862047048,0.14884321929608663,0.22633640039479128,0.22099447513812154,0.13320750968510978,0.1003759266416049,0.2314119934714532,0.12133072407045009,0.2063585171281089,0.11932683521169662,0.2013422818791946,0.47196052041274106,0.4682080924855492,0.5526852481305234,0.34755073787151314,0.3574525552633451,0.5054088150274663,0.31632955794837786,0.542688760476063,0.32091464616597676,0.243801652892562
94,0.5887096774193549,0.5273509526736325,0.7643598615916954,0.5090744101633393,0.45615335733954676,0.13236770400114728,0.2523082720934615,0.22471575393475993,0.2546298855658135,0.06928406466512704,0.061029879211697224,0.3355894659118877,0.3052946607660224,0.2943019708089388,0.31757226581901266,0.10090292660647153,0.1491023248186298,0.11816950173114554,0.16441811356170813,0.10352573865367043,0.10189139719341062,0.6756393001345895,0.8743535138424093,0.64649898028552,0.5799581725529471,0.41857985642192064,0.35600830444327447,0.32767316451719863,0.51092572040871,0.22629607727183132,0.1353797717434081
97,0.5,0.37492317148125387,0.301038062283737,0.3765880217785844,0.2824613429358187,0.5611644916104976,0.41888072357263995,0.4146268804925276,0.4902979711426835,0.4751732101616629,0.27548209366391196,0.06282303716465666,0.10089464803081918,0.08246062505153788,0.05956756398794742,0.10065699328953374,0.09943539003381413,0.14759897636609964,0.25416471140309715,0.07401766676819982,0.10886429007234374,0.30282637954239566,0.2500760571950106,0.3290278721957852,0.20056555421367347,0.6282607150472671,0.33981662676692925,0.4169386223626115,0.8622325972982283,0.3043563966095013,0.23330709694346058
103,0.4435483870967742,0.5224339274738784,0.30968858131487886,0.49546279491833034,0.42755772082185983,0.4091495769396243,0.2741661955907292,0.28280621617595947,0.36265133506550945,0.27020785219399535,0.1318075863530408,0.2474157026827467,0.08663122035085483,0.2180258926362662,0.18876858382172776,0.06963426202438254,0.08319211576456623,0.1245672136083095,0.21984983575786018,0.10980810234541583,0.12751677852348994,0.5769403319874382,0.2403407362336477,0.53025152957172,0.4312056319773778,0.48183950529533026,0.2630303271116232,0.355770405403047,0.6540507443266618,0.3575793416124581,0.2260264987537715
106,0.4435483870967742,0.26859250153657044,0.23840830449826989,0.28402903811252267,0.18624232154204615,0.8393804675175678,0.6872055775390993,0.548185293679559,0.5743269390237161,0.6293302540415705,0.5448188175460904,0.2863647551070637,0.2218790792448024,0.23979549764987218,0.15055792854541242,0.26290271580648555,0.30091446510429276,0.29271413517988853,0.47207883622712343,0.20861254949741093,0.660071472152009,0.21938088829071334,0.1822330392455126,0.23589394969408572,0.12392117588146925,0.6723292344871704,0.39633849546533684,0.3655433587546465,0.7420688071639049,0.33372757737039227,0.42017578381214754
107,0.5080645161290323,0.28948985863552557,0.44359861591695504,0.34754990925589824,0.2181211607710231,0.5152731966155171,1.0,0.7289111762077354,0.6489579302338437,0.6853348729792147,0.6524687433778344,0.6757322175732218,0.6660192938329778,0.7394244248371402,0.4122711168504354,0.3405473772968415,0.410790844415984,0.5372572632846605,0.7351595495072735,0.2948522692659153,0.43188355268892176,0.31449080305069543,0.45543048372376027,0.398368456832087,0.2114642552063389,0.48681498329660966,0.46279390875045934,0.5184202718975236,0.8312349316903295,0.3374728957224522,0.30735930735930744
112,0.2903225806451613,0.3835279655808238,0.40449826989619375,0.36025408348457333,0.30009531878839224,0.3196615516994119,0.16544186922931978,0.1654088674842361,0.24854884183758086,0.3227482678983834,0.1176096630642085,0.139367462466158,0.1197745869018434,0.13737940133586213,0.10406940167544121,0.06415346238976914,0.03680507289950255,0.07180490742134576,0.1378754106053496,0.06773530307645448,0.042534646561492195,0.3921040825482278,0.38515363553392146,0.37661454792658056,0.27332174732687264,0.5251972421636221,0.20402507226653682,0.3184237622380063,0.6483104358807547,0.3254484525921546,0.13551095369277188
113,0.5,0.6011063306699448,0.7176470588235294,0.5789473684210524,0.5599449269222623,0.2828051054065681,0.25720746184284904,0.27982721811230815,0.36569185692962575,0.2661662817551963,0.13752913752913742,0.6018951513659857,0.3995351650800725,0.5439102828399439,0.6149134134631303,0.06619119558725363,0.058046277713134406,0.0789552912840584,0.12042468324730174,0.11018885166006703,0.10563932711583715,0.8815612382234186,0.927593550349863,0.8762746430999321,0.8612624819582316,0.41360437842064113,0.21167390159830735,0.27941920734367637,0.5239370862194328,0.2568499901438991,0.17801390528663258
116,0.43548387096774194,0.5046097111247695,0.5612456747404845,0.49274047186932846,0.4111417072654099,0.3876380324107269,0.37403429432824575,0.41735762871754123,0.4219691525236332,0.34295612009237886,0.25323161686798046,0.2721511198621708,0.20341303448056283,0.26123526016327203,0.18429853316115363,0.1660049889330007,0.1338742551912099,0.21782327261779313,0.22747536367902396,0.12313432835820898,0.20561317876754118,0.4881112606550022,0.5850319440219044,0.5078178110129165,0.35815487937789037,0.6844125382045633,0.33057843030128437,0.4811608872445507,0.6054494661513146,0.33372757737039227,0.276531549258822
119,0.0,0.04978488014751081,0.2685121107266436,0.028130671506351956,0.036803643295911875,0.3543668435393661,0.04933107216883362,0.007124770368899247,0.08203880811542928,0.17956120092378747,0.26742954015681275,0.2776273689392075,0.5549046451653984,0.2461449657788406,0.11628754014767723,0.1029055264729649,0.021108447283546647,0.013397561342766817,0.2682426091037071,0.14978678038379534,0.14564630000871612,0.02332884701659943,0.20444174018862182,0.0,0.013402456626115639,0.22595777951524632,0.0282410672600304,0.03247761819165459,0.16306302858673605,0.08141139365267103,0.09254886527613804
120,0.4596774193548387,0.5273509526736325,0.29480968858131484,0.5226860254083483,0.4529760643931371,0.5740714183278359,0.44526097606934245,0.4858745841815203,0.47481895074354585,0.27944572748267904,0.32358550540368713,0.5643613093773074,0.2543538476232927,0.5016904428135566,0.3940597993443926,0.11906685872887605,0.1927561244172335,0.34201415023332826,0.3565227592679493,0.20861254949741093,0.32249629565065807,0.5872588604755495,0.29114694250076045,0.584636301835486,0.45506495036672656,0.4804179401521075,0.3578956779147503,0.5131847611734525,0.6467796869618462,0.27656219199684606,0.2902400629673358
123,0.5241935483870968,0.5660725261216965,0.3211072664359862,0.5372050816696914,0.4831603473840288,0.07500358525742135,0.14919917090635007,0.22719825232113597,0.3148322184753165,0.35796766743648967,0.015045560500105859,0.2453236524735417,0.10321882263045623,0.22388059701492535,0.20151650607595775,0.06566419562238697,0.05008082590802246,0.11673942495860304,0.21398404504927263,0.2674383186110265,0.043754902815305474,0.4585015702108568,0.19348950410708854,0.44255608429639703,0.33841939379657726,0.1669628260715047,0.10170956302337361,0.2064710912549519,0.4343882744632811,0.2937118076089099,0.02813852813852813
124,0.5241935483870968,0.5771358328211432,0.385121107266436,0.5807622504537204,0.47786485914001275,0.602753477699699,0.5330695308083663,0.5772305248001589,0.719166344187075,0.7280600461893766,0.3485908031362577,0.231602264336697,0.2104173962876882,0.2357549270223468,0.18234495546505083,0.09900572673295156,0.1324685872256019,0.15776004817100703,0.2497653683716565,0.37690374657325615,0.19680990150788805,0.5589950650515927,0.4621235168846972,0.584636301835486,0.4211906094435771,0.549363849598408,0.3952458055607982,0.44538489729673125,0.9165741839194828,0.7871082199881726,0.31063885609340164
130,0.4596774193548387,0.29502151198524895,0.3058823529411764,0.31941923774954617,0.21023088328743908,0.7074429944069984,0.7173544375353307,0.6638697184846829,0.5743269390237161,0.6160508083140878,0.546302182665819,0.20095988186069402,0.3062498010124487,0.19163849261977406,0.12327406377272276,0.23405825106278327,0.4548351073383677,0.6667921119975913,0.517832003754106,0.9051934206518428,0.5441471280397455,0.20278151637505615,0.228171585031944,0.23317471108089738,0.11994462281657778,0.5195109815907314,0.4502776425711986,0.5787159037364095,0.7060962075695534,0.5282870096589789,0.32769250951069134
132,0.03225806451612903,0.25384142593730796,0.5314878892733563,0.23684210526315785,0.1879898326625715,0.3933744442850997,0.19461089127567363,0.24705823941214436,0.24998617944607227,0.19572748267898388,0.3049374867556687,0.28279596357371395,0.36419497596230377,0.24911354828069598,0.16350451971789012,0.27590204827319675,0.1324685872256019,0.28737016408249283,0.36033552322853113,0.25354096862625647,0.3294691885295912,0.25437415881561254,0.5034986309704897,0.24541128484024477,0.15962178561960585,0.5976970644679794,0.18306529318856846,0.33063995392750556,0.47303968466572277,0.21466587817859262,0.25803489439853083
138,0.45161290322580644,0.22433927473878312,0.44671280276816605,0.2002722323049001,0.16050624867612792,0.16994120177828753,0.07654041831543243,0.14875130331165284,0.17911437890430648,0.18418013856812931,0.08285653740199184,0.13653704159488061,0.40271896590149314,0.14521316071575824,0.06297804708453363,0.19832765344482306,0.07866274120871827,0.17273822068342617,0.31047630220553735,0.1811985988425221,0.15549551120020919,0.13234634365186182,0.45756008518405844,0.11624745071380016,0.0736693275206928,0.3503447295472316,0.10608032264152814,0.21249192858763372,0.4091309173012896,0.17977528089887646,0.08736717827626922
153,0.25,0.4087277197295637,0.44809688581314877,0.4274047186932848,0.3277377674221563,0.25699125197189154,0.5816845675522894,0.47073134402462635,0.4416496213168224,0.22401847575057732,0.496715405806315,0.4523135614078267,0.3511413925944793,0.3832769852395481,0.301016522631701,0.1440115237325651,0.49122628911466354,0.4137437904561192,0.5260441107461284,0.16844349680170573,0.8901769371568029,0.3916554508748318,0.37115911165196225,0.39768864717878993,0.27361630681316096,0.2757125595280404,0.4243510911998728,0.42976562363658566,0.6529026826374804,0.14508180563768974,0.4418208054571691
165,0.3225806451612903,0.5494775660725263,0.34186851211072666,0.5317604355716878,0.4513874179199322,0.41201778287681057,0.3201432070849821,0.29075021101236276,0.40908839626292226,0.28521939953810616,0.24645051917779193,0.19326852079744028,0.16288325002387852,0.20623402325389623,0.15135260421840338,0.08509292766047148,0.12247272613683396,0.14737317477043502,0.1937470671046457,0.05117270788912581,0.20081931491327462,0.48855989232839847,0.26041983571645877,0.512576478585996,0.33517923944740646,0.4249768995664226,0.2777319730999612,0.34425228181009054,0.5063334736519842,0.19396806623299834,0.23822642004460187
170,0.21774193548387097,0.652120467117394,0.4155709342560554,0.6361161524500907,0.5917178563863589,0.5167072995841102,0.2632372338420953,0.5459510451318207,0.6555917961191885,0.2413394919168591,0.1267217630853994,0.604356386906227,0.2845999554267885,0.5376432753360271,0.4791563193271745,0.26817271545515226,0.16839121301336166,0.30889658286918553,0.5679845143125293,0.06202406335668598,0.27473197942996597,0.5657245401525348,0.296014602981442,0.5506458191706322,0.4474064037232319,0.4200014215651432,0.15892677984285128,0.3374461178687981,0.737093873177452,0.09757539917208752,0.10566706021251482
173,0.20161290322580644,0.17885679164105717,0.46539792387543244,0.16061705989110697,0.12402033467485699,0.45504087193460485,0.13992839645750896,0.13090213991360905,0.19879484769749572,0.07217090069284071,0.09726636999364269,0.25867585527935016,0.6010697570759972,0.262307248288942,0.12300917188172578,0.4051927063204862,0.08662819301383023,0.1625771488785187,0.43453777569216334,0.367575388364301,0.07304105290682472,0.11978465679676986,0.4055369637967752,0.10944935418082946,0.06553948569913692,0.4605160281469899,0.07608101798964925,0.1254079335439172,0.31537254601813935,0.12123004139562393,0.03627180899908172
181,0.08870967741935484,0.5119852489244009,0.3633217993079585,0.48094373865698725,0.40531667019699213,0.2202782159759069,0.2775579423403053,0.1002184598580011,0.37807507324893586,0.38279445727482664,0.0830684467048104,0.7095742062515382,0.4813588461905822,0.6587779335367362,0.5096188867918281,0.007799599480026703,0.01748494763886828,0.13111545988258316,0.9216916940403566,0.30399025281754494,0.24134925477207356,0.322566173171826,0.175235777304533,0.3052345343303875,0.20792954137087985,0.07690667424834752,0.07409430907230627,0.05063611455297464,0.3161379204775937,0.11472501478415142,0.009182736455463691
186,0.06451612903225806,0.7412415488629381,0.81280276816609,0.7704174228675136,0.7113958907011226,0.5841101391079879,0.5605803655549274,0.6800059579961273,0.7291171430150921,0.2834872979214781,0.27866073320618767,0.9999999999999999,0.7468878346970613,0.9999999999999999,0.7940465547498428,0.20356251976249867,0.2079061013798974,0.36820713533042293,0.5028742374472078,0.4620012183978069,0.24501002353351345,0.6976222521310005,0.7602677213264374,0.7661454792658057,0.5811364104981002,0.4356386381405929,0.23660709851096162,0.4098706828851154,0.6965290268263747,0.23832052040212892,0.13367440640167916
192,0.016129032258064516,0.2317148125384143,0.5148788927335641,0.24845735027223226,0.15669349714043632,0.6084898895740716,0.6223855285472017,0.36969365969912116,0.4109679915971032,0.4451501154734411,0.5236278872642508,0.09026581343834607,0.25339870737686643,0.08534674692834172,0.04016423297241814,0.08045532796964479,0.2981812218378328,0.3064880325154298,0.31663538244955425,0.3333079500456899,0.38882593916150965,0.1718259309107224,0.4654700334651657,0.18014955812372535,0.09034139444460806,0.4583836804321558,0.4806742890065462,0.4725222945498333,0.6444835635834832,0.4362310270057166,0.38147710874983604
196,0.016129032258064516,0.6435156730178243,0.43114186851211067,0.6633393829401089,0.5710654522346961,0.4593431808403843,0.5571886188053514,0.5313043046522019,0.6163414229642324,0.3325635103926098,0.3066327611782158,0.5483632783657396,0.15435066382247123,0.5900057722437536,0.42551571140028477,0.14629519024698734,0.2191514451047613,0.2900797832304681,0.3673744720788362,0.13189156259518736,0.25207007757343325,0.6953790937640196,0.3440827502281716,0.7695445275322911,0.549913104951545,0.48255028786694154,0.38402090017781043,0.45123121760527735,0.736711185947725,0.24975359747683823,0.22805981896890987
197,0.04032258064516129,0.35341118623232937,0.6141868512110726,0.3484573502722321,0.27737767422156323,0.20063100530618105,0.2526851328434143,0.19169852539595847,0.16352479407374648,0.3360277136258659,0.21402839584657762,0.2531380753138075,0.27791397370180526,0.2548033314092521,0.1652925399821198,0.17917998805466745,0.14808712017680178,0.2154899894625922,0.2620835288596902,0.22250989948218097,0.21955896452540744,0.3095558546433378,0.5552175235777305,0.2970768184908227,0.2076349818845916,0.36313881583623575,0.22796491472051966,0.2805535680005584,0.3930580536527497,0.2897693672383206,0.16607634789452969
0,0.24193548387096775,0.4345421020282728,0.5958477508650519,0.4137931034482758,0.3449481042152086,0.2856733113437546,0.21688336159788954,0.21006901345514126,0.2777378517330975,0.3215935334872978,0.2771773680864589,0.26525966034949544,0.48645292750485514,0.23245650202028528,0.19058971557233204,0.062045462530302506,0.05359499582204244,0.16099653770886643,0.1372595025809479,0.1724413646055437,0.2098840756558877,0.39434724091520856,0.6209309400669302,0.37117607070020386,0.27332174732687264,0.2671831686687043,0.1403510514656945,0.25306713669918496,0.33680303088285946,0.21919968460477035,0.17112685294503477
2,0.9274193548387096,0.640442532267978,0.24429065743944645,0.5952813067150635,0.5355856809997882,0.19202638749462198,0.2745430563406821,0.2520232361848964,0.3399303444082039,0.5918013856812933,0.2087306632761179,0.2409549593896136,0.07908561240408801,0.22882823451801765,0.22568789112943285,0.12296665846888942,0.21196691994720934,0.16603944001204274,0.37763960581886435,0.43896588486140725,0.34446090821929753,0.5410497981157469,0.13112260419835708,0.5030591434398369,0.424430763792748,0.2622076906674249,0.29163893552136205,0.2769759690057765,0.6666794229076576,0.5458308693081018,0.23370064279155195
6,0.47580645161290325,0.4935464044253227,0.3193771626297578,0.4764065335753176,0.397373437830968,0.22802237200631015,0.292632372338421,0.24159674296211706,0.38028636187738407,0.2419168591224018,0.157236702691248,0.20594388382968248,0.15323633353497404,0.2011214645007009,0.1563524386609715,0.03639813090679127,0.12645545203938993,0.0849013999698931,0.23891365556076963,0.11228297289064881,0.24745053604114006,0.4733064154329296,0.2671128688773957,0.4588715159755269,0.3195675866741289,0.23093325751652571,0.28389077074372443,0.23997835988900712,0.6245838276376717,0.22885866351271444,0.2674144037780402
13,0.282258064516129,0.22065150583896742,0.5937716262975778,0.2253176043557168,0.15738191061215842,0.5582962856733114,0.4275485208215565,0.34735117422173667,0.29482005638786,0.5744803695150115,0.434837889383344,0.10841742554762489,0.21360119710910883,0.14232703883895442,0.061454918711300946,0.10329199311386712,0.27373821776920493,0.2744994731296101,0.16793758798686062,0.20347243374961926,0.3816787239606032,0.20726783310901753,0.6224520839671434,0.2651257647858599,0.12816283248402013,0.6104911507569836,0.6023602101938034,0.5921537145948588,0.5442195093949714,0.5229647151586833,0.5185622458349732
21,0.12096774193548387,0.4708051628764597,0.341522491349481,0.45553539019963685,0.387841558991739,0.27864620679764807,0.22818918409647634,0.3103619482647336,0.31510862955387253,0.22459584295612,0.14282687009959738,0.4055500861432439,0.47339934413703066,0.3693411396058382,0.26340187411012883,0.2839827144011523,0.15519355266959775,0.3000903206382658,0.40872829657437815,0.28647578434358817,0.27281443388825943,0.379991027366532,0.322178278065105,0.3725356900067982,0.26360128427936025,0.36882507640912654,0.1593241216263199,0.2797682413919478,0.4592629443955455,0.15296668637886857,0.1257378984651712
36,0.6048387096774194,0.13644744929317765,0.3955017301038062,0.12268602540834839,0.0899703452658335,0.3179406281371002,0.2210288298473714,0.1454992304255002,0.1780640168057936,0.25288683602771356,0.24411951684678956,0.0,0.07965869655194369,0.01492537313432836,0.0016555743187311664,0.023996065066929,0.05070556722607045,0.026945657082643376,0.04924331299859222,0.061833688699360345,0.05517301490455853,0.15208613728129217,0.4021904472163067,0.13868116927260365,0.06851453651064832,0.48610420072499816,0.3368365633909148,0.30437514179508207,0.5040373502736214,0.41947565543071175,0.26984126984126994
45,0.5564516129032258,0.38414259373079285,0.48927335640138403,0.38384754990925596,0.300677822495234,0.4607772838089774,0.5161107970604861,0.36050841566952974,0.3268837415003593,0.357390300230947,0.3098114007204915,0.24421609648043313,0.21614823776624528,0.2104395151315247,0.18370252640641038,0.11077539261497381,0.3811937244734602,0.23769381303627876,0.17878930079774755,0.14064879683216575,0.4542839710624945,0.4701659937191567,0.5217523577730453,0.4520734194425561,0.3454888214674954,0.5443883715971286,0.6835172694672639,0.5520147990436467,0.6157820213539474,0.3445692883895132,0.5172504263413353
46,0.20161290322580644,0.1751690227412417,0.18719723183391002,0.16814882032667877,0.11782461342935815,0.3689946938190163,0.3088373845863953,0.13383148800953276,0.16794737133064291,0.20438799076212455,0.32655223564314473,0.052239724341619484,0.08226941322550863,0.06629834254143648,0.030992351246647468,0.07202332853177808,0.10388667192490611,0.05005268703898841,0.11825434068512439,0.08220377703320136,0.17807025189575523,0.1673396141767609,0.12747185883784595,0.17131203263086336,0.08963445167751627,0.4207122041367547,0.3008771319870069,0.2215668138426903,0.4183154108147411,0.2018529469741771,0.31457431457431456
55,0.8306451612903225,0.29686539643515675,0.43356401384083043,0.3067150635208711,0.2229400550730777,0.5812419331708016,0.48671565856416055,0.4699865945087135,0.4117419426170601,0.45496535796766746,0.488662852299216,0.22040364262859957,0.22601802031264925,0.2016162282510101,0.14780967517631868,0.21192425253838315,0.25312175427362105,0.36549751618244763,0.2559244486156733,0.13455680779774598,0.4268282053516953,0.3297442799461643,0.4207484027989048,0.3072739632902788,0.22501399157559868,0.7362996659321913,0.4382580536212736,0.62094902357725,0.6674447973671118,0.3368815296668639,0.4601862783680966
62,0.04838709677419355,0.5740626920712969,0.38442906574394453,0.5526315789473684,0.4921626773988562,0.25254553276925273,0.28057282833992836,0.3185541929397745,0.36513903477251375,0.605080831408776,0.1292646747192201,0.3920132906719172,0.24766786589830933,0.3550754514719221,0.3361146981888017,0.07964726135684923,0.1638618384575137,0.24010236339003463,0.3137024870952604,0.45667072799268965,0.19053429791684826,0.613279497532526,0.34682080924855485,0.5880353501019714,0.49718695690594716,0.28850664581704455,0.29163893552136205,0.3725240397200747,0.6326202594619418,0.5619948748275183,0.1547291092745639
65,0.7983870967741935,0.3171481253841426,0.2653979238754325,0.3012704174228674,0.23903833933488663,0.31894450021511545,0.2549462973431317,0.17499131125564765,0.2162640278622367,0.3192840646651268,0.25916507734689564,0.31448437115431943,0.3087968416695851,0.27871691267419807,0.19896692162511176,0.1441520570565295,0.09396890350089418,0.14850218274875807,0.19052088221492255,0.20689917758148035,0.20456724483570118,0.3176312247644685,0.2616367508366291,0.2984364377974168,0.21352617161035672,0.3517662946904542,0.17114503968451059,0.22357375962025094,0.3544066434503081,0.24186871673565946,0.17407844680571954
70,0.49193548387096775,0.757221880762139,0.4034602076124567,0.7277676950998184,0.701334463037492,0.1350924996414744,0.25796118334275486,0.2691524750508911,0.424069876720659,0.28464203233256347,0.11188811188811187,0.28944129953236525,0.1572797605781782,0.2844891564278057,0.2776729247375914,0.07880406141306258,0.14129305834302985,0.13006171910281497,0.324260910370718,0.22231952482485534,0.23123856009762048,0.680574248541947,0.35138424094919374,0.673691366417403,0.5581607705676161,0.2906389935318787,0.30494988526756,0.32357201445000955,0.7868432130419808,0.39897496550364675,0.2415715597533779
74,0.782258064516129,0.27719729563614026,0.052249134948096854,0.277676950998185,0.19873967379792415,0.7275204359673024,0.4124740908234408,0.4449133608063154,0.49416772624246785,0.3799076212471132,0.43314261496079687,0.1397366477971942,0.09430418033047852,0.1362249525851406,0.1014867057382206,0.09577346028176932,0.12387839410244197,0.2415324401625771,0.23539418113561708,0.19109808102345416,0.26854353699991285,0.2669358456707044,0.011256464861575832,0.27124405166553367,0.17493887890659518,0.506006112730116,0.30494988526756,0.48779253416170737,0.5882285408135931,0.3254484525921546,0.3014561196379379
75,0.12903225806451613,0.9999999999999999,0.39757785467128026,1.0,1.0,0.4937616520866197,0.5477671000565291,0.653194975423266,0.9259218309469843,0.2840646651270208,0.15787243059970324,0.39521289687423083,0.3562354739087522,0.3848437371155274,0.37982186020330455,0.0690018620665425,0.14074640968973784,0.15166340508806261,0.21222430783669635,0.14978678038379534,0.1446875272378628,0.9098250336473754,0.4922421661089139,0.9225016995241334,0.7976376329199683,0.4640699410050465,0.34975017135364406,0.4450358632484599,0.917722245608664,0.25448452592154547,0.1690935327298964
77,0.5161290322580645,0.2919483712354026,0.34359861591695495,0.2658802177858439,0.214467273882652,0.30116162340456043,0.15805539853024306,0.10414080730847525,0.17458123721598762,0.17898383371824478,0.11104047467683831,0.10835589465911886,0.2508516667197299,0.103323163189577,0.08936790172510845,0.06882619541158695,0.11934901954659399,0.06472979075718799,0.13470788362271233,0.14445628997867804,0.11705743920509021,0.3261552265589951,0.49132947976878616,0.3004758667573081,0.2241303131167339,0.42284455185158853,0.30137380921634266,0.23229961082703615,0.4787799931116298,0.3690124186871674,0.2051029778302506
81,0.5887096774193549,0.08543331284572842,0.5702422145328719,0.08393829401088926,0.0613217538657064,0.40771547397103114,0.33634821933295644,0.20982076361650362,0.13991928796506165,0.36662817551963045,0.40517058698876895,0.13013782919025352,0.4606641408513482,0.12278387070173992,0.06771298963610477,0.22594245160383652,0.2428916151905851,0.2008881529429474,0.23568747067104642,0.20747030155345725,0.39963392312385604,0.12606550022431595,0.6896866443565562,0.11284840244731476,0.07682111402397712,0.6865448859193973,0.4165035909763681,0.3651943247063751,0.44739964027400403,0.3252513305736251,0.4293585202676112
82,0.5967741935483871,0.24031960663798402,0.4439446366782007,0.2586206896551724,0.16405422579961867,0.42205650365696257,0.57263990955342,0.36174966486271776,0.3785173309746255,0.24769053117782913,0.34901462174189457,0.05279350233817377,0.19105988729345094,0.20103900387564938,0.03711797622595278,0.19021185398587637,0.3426159480839965,0.3354659039590546,0.4005161895823557,0.33445019798964365,0.28109474418199254,0.14535666218034993,0.33799817462731974,0.2277362338545207,0.0814751539073316,0.35318785983367684,0.41074213511607344,0.37950472068550284,0.5499598178408787,0.2828700965897891,0.20969434605798248
85,0.5725806451612903,0.21511985248924403,0.34048442906574394,0.20499092558983656,0.14885617453929254,0.34059945504087197,0.28094968908988127,0.23340449828707607,0.21830946984355132,0.3706697459584295,0.30536130536130535,0.009475756829928614,0.09194816772262726,0.02416096314010059,0.017979537101420487,0.04837859677476021,0.06733930481909835,0.06819208189071202,0.06244134209291413,0.1396969235455376,0.0774862721171446,0.24629878869448174,0.4091877091572863,0.22297756628144128,0.15785442870187635,0.5209325467339542,0.35193555116272135,0.4124884382471509,0.5924381003405916,0.6284249950719496,0.3034238488783944
